,country,country_code,date_added,has_expired,job_board,job_description,job_title,job_type,location,organization,page_url,salary,sector,uniq_id,state
17687,United States of America,US,,No,jobs.monster.com,business analyst with airline domain job in dallas,business analyst with airline domain job in dallas,Full Time,"Dallas, TX 75221",,http://jobview.monster.com/Business-Analyst-with-Airline-Domain-Job-Dallas-TX-US-165306722.aspx?mescoid=1300087001001&jobPosition=15,,,2f05e3fbd9f8cdec03cc10271206892e,TX
17748,United States of America,US,,No,jobs.monster.com,director-qrm nscc analytics job in dallas,director-qrm nscc analytics job in dallas,"Full Time, Employee","Dallas, TX",Technology,http://jobview.monster.com/Director-QRM-NSCC-Analytics-Job-Dallas-TX-US-164871825.aspx?mescoid=1100055001001&jobPosition=18,,IT/Software Development,87768d04b07340f43d4c8b8a212c596e,TX
17751,United States of America,US,,No,jobs.monster.com,database administrator / advanced sql developer job in dallas,database administrator / advanced sql developer job in dallas,Full Time,"Dallas, TX 75201",Other/Not Classified,http://jobview.monster.com/Database-Administrator-Advanced-SQL-Developer-Job-Dallas-TX-US-165168386.aspx?mescoid=1500130001001&jobPosition=10,,Experienced (Non-Manager),6a37c288cc735f487e7dcddbbb451d8a,TX
17769,United States of America,US,,No,jobs.monster.com,valuation & business analytics manager job in dallas,valuation & business analytics manager job in dallas,Full Time Employee,"Dallas, TX",Accounting and Auditing Services,http://jobview.monster.com/Valuation-Business-Analytics-Manager-Job-Dallas-TX-US-165097846.aspx?mescoid=1300087001001&jobPosition=8,,Administrative/Clerical,a31867824a5d84f9dd044e389760b1ad,TX
17837,United States of America,US,,No,jobs.monster.com,technical business analyst job in dallas,technical business analyst job in dallas,Full Time,"Dallas, TX 75201",Other/Not Classified,http://jobview.monster.com/Technical-Business-Analyst-Job-Dallas-TX-US-165150325.aspx?mescoid=1500144001001&jobPosition=15,,Experienced (Non-Manager),111adb6e1b66e62f459f2675d71d3503,TX
17848,United States of America,US,,No,jobs.monster.com,management consulting-senior business analyst job in dallas,management consulting-senior business analyst job in dallas,Full Time,"Dallas, TX 75201",Management Consulting Services,http://jobview.monster.com/Management-Consulting-Senior-Business-Analyst-Job-Dallas-TX-US-162461124.aspx?mescoid=1300087001001&jobPosition=4,,Experienced (Non-Manager),c34da0f03db9888e515d8b028435162d,TX
17854,United States of America,US,,No,jobs.monster.com,business analyst job in irving,business analyst job in irving,Full Time,"Irving, TX",Financial Services,http://jobview.monster.com/Business-Analyst-Job-Irving-TX-US-162955903.aspx?mescoid=1300087001001&jobPosition=15,,,3fd46cd5adca49a84316a9d5e0aa588f,TX
17862,United States of America,US,,No,jobs.monster.com,principal member of technical staff data scientist job in dallas,principal member of technical staff data scientist job in dallas,,"Dallas, TX",,http://jobview.monster.com/Principal-Member-of-Technical-Staff-Data-Scientist-Job-Dallas-TX-US-164795205.aspx?mescoid=1700190001001&jobPosition=1,,,180d9b2889b4d71816870b11842ba351,TX
17887,United States of America,US,,No,jobs.monster.com,senior business analyst -  job in dallas,senior business analyst -  job in dallas,Full Time,"Dallas, TX 75201",Other/Not Classified,http://jobview.monster.com/Senior-Business-Analyst-154248-Job-Dallas-TX-US-164934099.aspx?mescoid=1300087001001&jobPosition=4,,Experienced (Non-Manager),e6dba6628bbf3653ab03a2f2a36be47b,TX
17981,United States of America,US,,No,jobs.monster.com,business analyst ii job in dallas,business analyst ii job in dallas,Full Time,"Dallas, TX 75202",Other/Not Classified,http://jobview.local-jobs.monster.com/Business-Analyst-II-Job-Dallas-TX-US-165324900.aspx?ch=dallasmorning&mescoid=1300087001001&jobPosition=13,,,341ff8b8cdb1fc03764bb4d29bfa5cf0,TX
18161,United States of America,US,,No,jobs.monster.com,big data engineer job in dallas,big data engineer job in dallas,Full Time Employee,"Dallas, TX 75251",Technology,http://jobview.monster.com/Big-Data-Engineer-Job-Dallas-TX-US-165253943.aspx?mescoid=1500127001001&jobPosition=16,"100,000.00 - 140,000.00 $ /year",IT/Software Development,4fed869c061ebbf9cd6aa39779916b57,TX
18181,United States of America,US,,No,jobs.monster.com,database administrator job in irving,database administrator job in irving,Full Time,"Irving, TX",Computer Software,http://jobview.monster.com/Database-Administrator-Job-Irving-TX-US-165272595.aspx?mescoid=1500130001001&jobPosition=4,,Experienced (Non-Manager),7a53f9ccf1243c19c3e22dc0e0029bdd,TX
18185,United States of America,US,,No,jobs.monster.com,edt business analyst job in columbus,edt business analyst job in columbus,Part Time,"Columbus, OH 43085",Technology,http://jobview.monster.com/EDT-Business-analyst-Job-Columbus-OH-US-165173354.aspx?mescoid=1300087001001&jobPosition=17,,Experienced (Non-Manager),cb11fd7ddf9b591970e6f19613fa8d0d,OH
18252,United States of America,US,,No,jobs.monster.com,business analyst job in dallas,business analyst job in dallas,"Full Time, Temporary/Contract/Project","Dallas, TX 75235",Other/Not Classified,http://jobview.monster.com/Business-Analyst-Job-Dallas-TX-US-164864231.aspx?mescoid=1300087001001&jobPosition=2,,Experienced (Non-Manager),203720889345bad414a2b95ce1dde9e3,TX
18266,United States of America,US,,No,jobs.monster.com,data analyst - excel,data analyst - excel,Full Time Temporary/Contract/Project,"Irving, TX",Technology,http://jobview.monster.com/Data-Analyst-Excel-Access-SQL-Job-Irving-TX-US-161585280.aspx?mescoid=1300087001001&jobPosition=2,20.00 - 25.00 $ /hour,IT/Software Development,dfafc4cc3b155428c70ecc2eecf9c05c,TX
18284,United States of America,US,,No,jobs.monster.com,database administrator job in dallas,database administrator job in dallas,"Full Time, Employee","Dallas, TX",Technology,http://jobview.monster.com/Database-Administrator-Job-Dallas-TX-US-164364000.aspx?mescoid=1500130001001&jobPosition=14,"43,000.00+ /year",IT/Software Development,ac98aa4e157561ca8c0503b3465692bf,TX
18295,United States of America,US,,No,jobs.monster.com,big data product manager job in dallas,big data product manager job in dallas,Full Time,"Dallas, TX",Other/Not Classified,http://jobview.monster.com/Big-Data-Product-Manager-Job-Dallas-TX-US-164215355.aspx?mescoid=1300092001001&jobPosition=10,,Experienced (Non-Manager),42dda151e2f0451c035c6c973b676287,TX
18306,United States of America,US,,No,jobs.monster.com,cabhi data specialist job in knoxville,cabhi data specialist job in knoxville,Full Time,"Knoxville, TN 37917",Healthcare Services,http://jobview.monster.com/cabhi-data-specialist-job-knoxville-tn-us-169487274.aspx?mescoid=4300761001001&jobPosition=10,,,c13b7ce8453ad2f683ad8b9f637bddea,TN
18475,United States of America,US,,No,jobs.monster.com,"diedre moire corp. job application for home based biostatistician - pharmaceutical clinical trials | monster.com var mons_log_vars = {""jobid"":","diedre moire corp. job application for home based biostatistician - pharmaceutical clinical trials | monster.com var mons_log_vars = {""jobid"":","Full Time, Employee","Home Based Biostatistician - Pharmaceutical Clinical Trials - Rockville, MDSeeking Biostatistician to independently perform a variety of advanced biostatistical and technical activities for the design, implementation, analysis, and interpretation of statistical data gathered from phase I-IV clinical trials.   Shall determine analysis and data presentation specifications for SAS programming team. Develop programming specifications to interpret results of clinical trials. Perform analysis and interpret study results. Specify the structure of the datasets that will be delivered for statistical analysis.   Requires 5+ years of experience performing similar duties for clinical trials in a pharmaceutical, biotech, or CRO setting; using statistical analysis to support the approval of clinical stage therapeutics; and experience with SAS language, WinBUGS, STATA, R, S-Plus or similar.   This company is focused on achieving scientific excellence, and this is only achievable by employing people that are constantly striving to be the best. Amazing compensation package including generous salary and bonus opportunities to $150,000. Company provided medical, health, dental, vision, prescription drug, life and liability, and long-term disability coverages as well as long term incentives include profit sharing, 401(k) with competitive match, and more.   For details contact Branden F. Lynch at: (609) 584-9000 ext 241    Or submit resume online at: http://dmc9.com/bfl/app.asp   Or email to:   1000026001_10007337@jobbank302.com     Please reference #37110578 when responding.Diedre Moire Corporation, Inc. diedremoire.comEducation Requirements: Bachelor DegreeMinimum Experience Requirements: 5-10 yearsJob City Location: RockvilleJob State Location: MDJob Country Location: USASalary Range: $80,000 to $150,000WE ARE AN EQUAL OPPORTUNITY EMPLOYER and our employment decisions are made without regard to race, color, religion, age, sex, national origin, handicap, disability or marital status. We reasonably accommodate individuals with handicaps, disabilities and bona fide religious beliefs. Jobs Career Position Hiring. CONSIDERED EXPERIENCE INCLUDES: Biostatistician Clinical Biostatistician S+ SUDAAN StatXact SAS Statistical Analysis Software MS M.S. PHD Phd Ph.d Ph.D Biostatistics S-Plus Bioinformatics Statistician Remote Home Based Clinical Study CRO Contract Research Organization DISCLAIMER: We will make every effort to consider applications for all available positions and shall use one or more of the contact methods and addresses indicated in resume or online application. Indicated location may be proximate or may be desirable point of embarkation for paid or unpaid relocation to another venue. Job descriptions may fit single or multiple presently available or anticipated positions and are NOT an offer of employment or contract implied or otherwise. Described compensation is not definite nor precise and may be estimated and approximate and is negotiable depending on market conditions and candidate availability and other factors and is solely at the discretion of employers. Linguistics used herein may use First Person Singular and First Person Plural grammatical person construction for and with the meaning of Third Person Singular and Third Person Plural references. We reserves the right to amend and change responsibilities to meet business and organizational needs as necessary. Response to a specific posting or advertisement may result in consideration for other opportunities and not necessarily the incentive or basis of the response. Nothing herein is or may be considered a promise, guarantee, offer, pledge, agreement, contract, or oath.  If you submit an application or resume which contains your email address, we will use that email address to communicate with you about this and other positions. We use an email quality control service to maintain security and a remove and dead address filter. To cancel receiving email communications, simply send an email from your address with the word ""remove"" in the subject line to pleaseremove@candseek4.com Or, visit the website at www.jobbankremove.com If you have further concern regarding email received from us, call (609) 584-5499.",,http://jobview.monster.com/home-based-biostatistician-pharmaceutical-clinical-trials-job-rockville-md-us-179447472.aspx?mescoid=1900254001001&jobPosition=9,,,44cd635564c26cc7d00526a241644a3f,MS
18504,United States of America,US,,No,jobs.monster.com,business analyst job in kansas city,business analyst job in kansas city,"Full Time, Employee","Kansas City, KS",Healthcare Services,http://jobview.monster.com/Business-Analyst-Job-Kansas-City-KS-US-165304481.aspx?mescoid=1300087001001&jobPosition=15,,Medical/Health,675573e301d863eaccfd41a9dbe7703d,KS
19303,United States of America,US,,No,jobs.monster.com,entry level business analyst job in minneapolis,entry level business analyst job in minneapolis,Full Time,"Minneapolis, MN 55401",Other/Not Classified,http://jobview.monster.com/Entry-Level-Business-Analyst-Job-Minneapolis-MN-US-165111299.aspx?mescoid=1300087001001&jobPosition=3,,Experienced (Non-Manager),25f9d7374b34d0e8d1ee10bf7e463775,MN
19552,United States of America,US,,No,jobs.monster.com,operations analytics analyst job in birmingham,operations analytics analyst job in birmingham,Full Time Employee,"Operations Analytics Analyst Description   Life-changers work here    At CareFusion, we create innovative ways to help our customers improve patient care. We rely on bold and inspired employees who share our commitment to helping solve some of healthcare's most critical challenges.    CareFusion is now part of  Becton Dickinson, a global medical technology company focused on addressing many of the world’s most pressing and evolving health needs. With our combined technology and expertise, we will become a global leader helping to transform the quality and cost of care for patients and clinicians worldwide. Join us in our mission to improve the future of healthcare and help all people lead healthy lives. Job Title: Operations Analytics AnalystJob Family Group (Function): OperationsJob Family: Operations Analytics The Operations Analytics Analyst is responsible for developing, analyzing, and evaluating databases to create and maintain business intelligence systems that supports the strategic objectives of the organization.  This position supports our MedMined solution.    CareFusion MedMined® services provides full clinical, financial and technical support through a team consisting of Infection Control Professionals, Pharmacists, Epidemiologists, Microbiologists, and Public Health experts as well as professionals in business, finance, and information technology. With our services installed in hospitals across the nation, the Analyst will gain data analysis experience through exposure to large, detailed data reports across a wide spectrum of the healthcare industry.   Responsibilities:  Works on a team helping to define and develop requested business intelligence systems and deliverables.  Maintains and updates business intelligence methods, databases, dashboards, tools or systems.  Analyzes data from MedMined databases, conducting analyses and creating deliverables readily consumable by internal customers.  Providing technical support for existing business intelligence tools and systems. Qualifications   Bachelor's degree (4 year) required Minimum of 1 year of professional or educational/internship experience in data analysis required.  Experience in healthcare preferred. Proficient skills in Microsoft Excel. Proficient skills in T-SQL and/or MySQL. Knowledge of business intelligence reporting and/or statistical analysis tools such as SSRS/SSIS, QlikView, Tableau, R, SAS, or others. Familiarity with concepts of database structures, data querying, ETL, MDM, data mining preferred. Familiarity with applied research, statistical, and financial analysis preferred.   *LI-AR1 *MSJA   CareFusion is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, gender identity, sexual orientation, national origin, genetic information, disability status, veteran status, or any other characteristic protected by law. Requisition ID :   150500KN Primary Location :   Alabama-Birmingham Travel :   No Schedule :   Full-time Job Posting :   Feb 17, 2016, 2:09:06 PM",Healthcare Services,http://jobview.monster.com/Operations-Analytics-Analyst-Job-birmingham-AL-US-165020218.aspx?mescoid=1300087001001&jobPosition=6,,Medical/Health,62057d947f256cbfd0d07ca1e691fbbf,ID
19858,United States of America,US,,No,jobs.monster.com,entry level business analyst job in san francisco,entry level business analyst job in san francisco,Full Time,"San Francisco, CA 94103",Other/Not Classified,http://jobview.monster.com/Entry-Level-Business-Analyst-Job-San-Francisco-CA-US-165104642.aspx?mescoid=1300087001001&jobPosition=3,,Experienced (Non-Manager),65dd54b842f438669991d8ebfe8c6c94,CA
20071,United States of America,US,,No,jobs.monster.com,biostatistician iii job in cambridge,biostatistician iii job in cambridge,Full Time,"Cambridge, MA 02139",,http://jobview.monster.com/biostatistician-iii-job-cambridge-ma-us-168321838.aspx?mescoid=1500153001001&jobPosition=16,,,6e946b8b937e75b909fbb48b4089f881,MA
20079,United States of America,US,,No,jobs.monster.com,analytical scientist job in indianapolis,analytical scientist job in indianapolis,Full Time,"Indianapolis, IN 46201",Biotechnology/Pharmaceuticals,http://jobview.monster.com/analytical-scientist-job-indianapolis-in-us-168176694.aspx?mescoid=1900245001001&jobPosition=18,,,392f53d94498f629fecf85b213dd8d6c,IN
20258,United States of America,US,,No,jobs.monster.com,sr. sap business analyst sd job in houston,sr. sap business analyst sd job in houston,"Full Time, Temporary/Contract/Project","Location: Houston, TXDuration: Long TermW2 Contract Only, NO C2C H1B or OPT.6+  years of SAP Functional knowledge including Functional design, design validation and  configuration of Sales and DistributionKnowledge of Cost to Serve process and how SAP supports this, including end to end logistics processes such as Sales order, pricing and billing processes  within an Oil & Gas IndustryAwareness of integration with other modules (FI, MM, QM, PP, PGS,  etc)Understand the business functions supported by SAP SD including order to Cash, etc..",Technology,http://jobview.monster.com/sr-sap-business-analyst-sd-job-houston-tx-us-169955785.aspx?mescoid=1500123001001&jobPosition=10,,IT/Software Development,d6191a75dc3e3f8f02ca68615f718435,SD
20543,United States of America,US,,No,jobs.monster.com,sr. business analyst (bi)  mo+ contract job in austin,sr. business analyst (bi)  mo+ contract job in austin,Full Time Temporary/Contract/Project,"Austin, TX 78701",Technology,http://jobview.monster.com/sr-business-analyst-bi-12-mo-contract-job-austin-tx-us-169860769.aspx?mescoid=1300087001001&jobPosition=18,,IT/Software Development,92867cde0e56e3f54b3556b53a2c835f,TX
20613,United States of America,US,,No,jobs.monster.com,business analyst (rrc) job in austin,business analyst (rrc) job in austin,"Full Time, Temporary/Contract/Project","Austin, TX 78774",Other/Not Classified,http://jobview.monster.com/business-analyst-rrc-job-austin-tx-us-169384989.aspx?mescoid=1300087001001&jobPosition=13,,Experienced (Non-Manager),1d4bfea32b94ed421706be4a1b56aa81,TX
20731,United States of America,US,,No,jobs.monster.com,product data analyst job in glenview,product data analyst job in glenview,,"Glenview, IL",Manufacturing - Other,http://jobview.monster.com/product-data-analyst-job-glenview-il-us-169401724.aspx?mescoid=1300087001001&jobPosition=16,,,a93475ff6e9c65c203128847d8574326,IL
21064,United States of America,US,,No,jobs.monster.com,"finezi job application for safety data analyst / safety data coordinator | monster.com var mons_log_vars = {""jobid"":","finezi job application for safety data analyst / safety data coordinator | monster.com var mons_log_vars = {""jobid"":","Full Time, Temporary/Contract/Project","Position : Safety Data CoordinatorLocation: San Ramon, CA/SFO, CA (work location in San Ramon or San Francisco as it will be somewhat dependent on availability of office space)Duration: 6 months+ Contract Position Summary and Responsibilities The Safety Data Coordinator (SDC) works with various stakeholders within SHEL and across the Lines of Business to providing accurate safety statistics and OSHA recodkeeping, and motor vehicle incident (MVI) and near hit classification within specific quality and timeliness parameters.SDCs also provide critical process control functions to the incident management process through running and evaluating reports, establishing and maintaining tracking systems, one-on-one follow-up.The final component of the SDC job is responding to ad hoc requests for information related to specific incidents.SDCs function as a team, documenting processes, providing back-up and quality review for each other.Reporting Relationship The Safety Data Coordinator will report directly to the Manager, Benchmarking & Analytics Minimum Qualifications: Exceptional communication skills and customer focus Production of periodic reports (monthly, quarterly, etc.) Intermediate skills with the Microsoft Office suite products, e.g., excel, powerpoint, outlook Familiarity with SAP screens, data entry and workflow Desired Qualifications: Experience working with OSHA recordkeeping regulations. Experience in the utility, insurance or safety-related industry Bachelor&rsquo;s degree in related field Responsibilities Use SAP to coordinate and perform incident management tasks related to injuries, Motor Vehicle Incidents (MVIs), and Near Hit incidents (NHs) Assign and maintain OSHA-recordkeeping categories to individual injury records (recordable vs not recordable) based on medical treatment information Assign and maintain MVI classification information such as preventable vs non-preventable and serious vs minor Assign and maintain NH classification information such as action level and category information Research individual incident information using SAP search functionality Utilize SAP&rsquo;s Business warehouse (BW) and Business Objects (BOBJ) tools to extract incident data and format that data using standard excel graphical, filters and pivot table functionality Run reports from various systems, compare them with control values and identify appropriate control activities to take Organize and maintain records in support of asbestos- and respirator-related testing. Provide coverage and response for a safety-related inquiry email box for miscellaneous incident and macro-level requests",,http://jobview.monster.com/safety-data-analyst-safety-data-coordinator-job-san-ramon-ca-us-172749520.aspx?mescoid=1300087001001&jobPosition=15,,,9c258db67137236cf62729afe9f846d0,CA
21238,United States of America,US,,No,jobs.monster.com,data analyst job in charlotte,data analyst job in charlotte,"Full Time, Temporary/Contract/Project","Charlotte, NC 28282",Other/Not Classified,http://jobview.monster.com/Data-Analyst-Job-Charlotte-NC-US-165766897.aspx?mescoid=1300087001001&jobPosition=15,,Experienced (Non-Manager),e5542bc034935e7ba778726e3dfd1101,NC
21301,United States of America,US,,No,jobs.monster.com,business analyst_project manager job in cincinnati,business analyst_project manager job in cincinnati,Full Time,"Cincinnati, OH",,http://jobview.monster.com/Business-Analyst_Project-Manager-Job-Cincinnati-OH-US-165305338.aspx?mescoid=1300087001001&jobPosition=3,,,1f4bbe271fb18a6dd922019ae32c1618,OH
21363,United States of America,US,,No,jobs.monster.com,erp supply chain - business analyst (ohio) job in cincinnati,erp supply chain - business analyst (ohio) job in cincinnati,Full Time,"Cincinnati, OH",Other/Not Classified,http://jobview.monster.com/ERP-Supply-Chain-Business-Analyst-Ohio-Job-Cincinnati-OH-US-165635309.aspx?mescoid=1300087001001&jobPosition=14,"90,000.00 - 100,000.00 $ /year+ relocation + benefits",Experienced (Non-Manager),37997e160b6913cf9560cdd15c892dbd,OH
21385,United States of America,US,,No,jobs.monster.com,business analyst job in blue ash,business analyst job in blue ash,Full Time,"Blue Ash, OH 45242",Other/Not Classified,http://jobview.monster.com/Business-Analyst-Job-Blue-Ash-OH-US-165259681.aspx?mescoid=1300087001001&jobPosition=6,,Experienced (Non-Manager),221931322270e05b60a83b8564cd57d7,OH
21389,United States of America,US,,No,jobs.monster.com,data analyst job in cincinnati,data analyst job in cincinnati,Full Time Employee,"Cincinnati, OH 45242",Technology,http://jobview.monster.com/Data-Analyst-Job-Cincinnati-OH-US-164636923.aspx?mescoid=1300087001001&jobPosition=8,,Database Development/Administration,5a4532ed968841273f345e10db352c22,OH
21431,United States of America,US,,No,jobs.monster.com,technical architect - data scientist job in cincinnati,technical architect - data scientist job in cincinnati,Full Time,"Cincinnati, OH 45201",Technology,http://jobview.monster.com/Technical-Architect-Data-Scientist-Job-Cincinnati-OH-US-165193766.aspx?mescoid=1500138001001&jobPosition=7,,Experienced (Non-Manager),0e314de86d1afef5c4b9e800bb9c5cf2,OH
21521,United States of America,US,,No,jobs.monster.com,data scientist,data scientist,Full Time,"Cincinnati, OH 45227",Healthcare Services,http://jobview.monster.com/Data-Scientist-Analytics-Job-Cincinnati-OH-US-165770525.aspx?mescoid=1500152001001&jobPosition=8,,Experienced (Non-Manager),b14d498931ace3345bae7f7de148b5af,OH
21530,United States of America,US,,No,jobs.monster.com,business analyst job in cincinnati,business analyst job in cincinnati,Full Time,"Cincinnati, OH 45219",,http://jobview.monster.com/Business-Analyst-Job-Cincinnati-OH-US-165414597.aspx?mescoid=1300087001001&jobPosition=4,,,0c12a694880b913bc04f7c8083215a9c,OH
21543,United States of America,US,,No,jobs.monster.com,business analyst - loan servicing job in blue ash,business analyst - loan servicing job in blue ash,Full Time,"Blue Ash, OH 45242",Other/Not Classified,http://jobview.monster.com/Business-Analyst-Loan-Servicing-Job-Blue-Ash-OH-US-165190523.aspx?mescoid=1300087001001&jobPosition=19,,Experienced (Non-Manager),98211b4c1a5c4fa3189298eccbfd829e,OH
21624,United States of America,US,,No,jobs.monster.com,business analyst job in chicago,business analyst job in chicago,Full Time Temporary/Contract/Project,"Chicago, IL 60602",Banking,http://jobview.monster.com/Business-Analyst-Job-Chicago-IL-US-165766794.aspx?mescoid=1300087001001&jobPosition=9,35.00 - 35.00 $ /hour,Accounting/Finance/Insurance,5a93ce6b005a49bed83970446ee44f83,IL
21683,United States of America,US,,No,jobs.monster.com,lead database administrator job in cincinnati,lead database administrator job in cincinnati,Full Time,"Cincinnati, OH 45202","Broadcasting, Music, and Film",http://jobview.monster.com/Lead-Database-Administrator-Job-Cincinnati-OH-US-165774850.aspx?mescoid=1500130001001&jobPosition=7,,Experienced (Non-Manager),5db5190e3d8176a9f039be2b41b37f45,OH
21707,United States of America,US,,No,jobs.monster.com,database administrator job in west chester,database administrator job in west chester,Full Time Employee,"West Chester, OH",Technology,http://jobview.monster.com/Database-Administrator-Job-West-Chester-OH-US-165698303.aspx?mescoid=1500130001001&jobPosition=10,,Experienced (Non-Manager),edc5bfce5d0f815aeaa8418f22c56947,OH
21844,United States of America,US,,No,jobs.monster.com,ea business analyst job in cincinnati,ea business analyst job in cincinnati,Employee,"Cincinnati, OH 45202",Business/Strategic Management,http://jobview.monster.com/EA-Business-Analyst-Job-Cincinnati-OH-US-165083537.aspx?mescoid=1300087001001&jobPosition=16,,Business/Strategic Management,0d84cfb71b3a6993cfbd12b4e6443e46,OH
21890,United States of America,US,,No,jobs.monster.com,business analyst (point of sale) job in cincinnati,business analyst (point of sale) job in cincinnati,Full Time,"Cincinnati, OH 45242",,http://jobview.monster.com/Business-Analyst-Point-of-Sale-Job-Cincinnati-OH-US-164640794.aspx?mescoid=1300087001001&jobPosition=7,,,2be54f9118a106b82f5bb7d38646f402,OH
